ccn,hospital_name,hospital_address_1,hospital_address_2,hospital_city,hospital_state,hospital_zip,created,status,hospital_phone,resp_agree_to_committee,resp_agree_to_limits,resp_agree_to_metrics,resp_agree_to_process,resp_can_provide,resp_min_response_times,resp_min_visit_freq,resp_provided_25,additional_information,ij_review,issue_type,reporter,summary
330394,United Health Services Hospitals,10-42 Mitchell Ave,,Binghamton,NY,13903,2021-03-19 13:10:00,Approved,607-763-6000,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Our current Hospital Care at Home program grew from a need to serve COVID positive patients due to a surge in volume.  , in December 2020 the volume of patients and the inability to discharge COVID positive patients to nursing homes UHS had a COVID inpatient volume reaching 100 patients.  The clinical team identified COVID positive patients that could be cared for in their home with a daily virtual visit from a provider and a phone call from a nurse.  To date the team has treated 62 patients that where admitted and then discharged and 22 patients enrolled from the Emergency Department these have all been COVID positive patients.  The first non COVID patients are being enrolled starting on March 18, 2021.  We are now expanding our program to include the guidelines outlined by CMS that will include the two daily visits by a paramedic to obtain vital signs including include heart rate, blood pressure, respiratory rate, oxygen saturation and temperature. Vital signs will be documented in the electronic medical record. Patients will be enrolled to the Hospital Care at Home program directly from the Emergency Department or to complete a hospital stay.  The patient being discharged from the Emergency Department will receive an in person visit by a hospitalist, that will assess the patient and complete a history and physical that will be utilized in the Hospital Care at Home Program.  For patients that are being admitted after a hospital stay UHS will use the admitting history and physical and the attending physician will do a hand off to the Hospital Care at Home Provider.  Once the patient is in the Hospital Care at Home Program the patient will be seen via virtual visit or in person visit, if warranted.  The Hospital Care at Home patients will be tracked in the electronic medical record so all members of the interdisciplinary team will know which patients are enrolled in the program.  In the UHS Hospital Care at Home Program there will be dedicated paramedic, RN and Physician resources assigned to each patient.  The paramedics will go to the patient’s home twice a day to obtain vital signs, assist in obtaining any needed information or assessments and provide patient/family education and support as needed.  The RN assigned to the Hospital Care at Home patient will provide a virtual visit with the patient daily.  The assigned physician will also perform a daily virtual visit.  UHS has capabilities to have a Physical Therapy and Occupational Therapy either virtually or in the home and capability for Speech Language-Pathologists virtually.  During calendar year 2020, the United Health Services system provided care to 104,495 patients utilizing a virtual modality.  UHS has a HiTrust Certified platform to connect the clinical team with our patients.  Virtual health became a necessity during the COVID pandemic to serve the patients in our community.  The feedback from patients enrolled in Hospital Care at Home has been positive.  UHS has dedicated resources specifically to the Hospital Care at Home program. UHS is capable to care for patients safely in their home with the experience learned from treating COVID positive patient in their home and the available resources with Population Health, virtual visits and Emergency Services in Broome County.","{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":true,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 330394: Acute Hospital Care at Home Waiver Request
150056,Indiana University Health Methodist Hospital,1701 N Senate Blvd,,Indianapolis,IN,46202,2021-03-15 13:23:00,Approved,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Additional feedback item #3 - Our current acute hospital care services at home include personnel frequencies that meet the requirements for once daily MD/APP visit and once daily RN visit. Prior to utilizing the waiver, would expand program criteria and resources to include at least two in-person daily visits by either an RN or Mobile Integrated Health paramedics, depending on the established nursing plan.","{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":true,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 150056: Acute Hospital Care at Home Waiver Request
100117,Baptist Medical Center-Beaches,1350 13th Avenue South,,Jacksonville Beach,FL,32250,2021-02-22 13:15:00,No Action Needed,9046272900,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":true,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 100117: Acute Hospital Care at Home Waiver Request
100088,Baptist Medical Center South,14550 Old St. Augustine Road,,Jacksonville,FL,32258,2021-02-22 13:11:00,No Action Needed,9042716000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":true,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 100088: Acute Hospital Care at Home Waiver Request
100088,Baptist Medical Center,800 Prudential Drive,,Jacksonville,FL,32207,2021-02-22 12:55:00,No Action Needed,9042022000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":true,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 100088: Acute Hospital Care at Home Waiver Request
380103,Kaiser Foundation Hospital - Westside,2875 NE Stucki Ave.,,Hillsboro,OR,97124,2021-01-27 11:24:00,Approved,971-310-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":true,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 380103: Acute Hospital Care at Home Waiver Request
380091,Kaiser Sunnyside Medical Center,10180 SE Sunnyside Rd.,,Clackamas ,OR,97015,2021-01-27 11:19:00,Approved,503-652-2880,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":true,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 380091: Acute Hospital Care at Home Waiver Request
150126,Franciscan Health Crown Point,1201 S Main St,,Crown Point,IN,46321,2021-01-27 10:52:00,Duplicate,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":true,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 150126: Acute Hospital Care at Home Waiver Request
240106,Regions Hospital,640 Jackson Street,MS11109E,Saint Paul,MN,55101,2021-01-18 11:12:00,Approved,6512543456,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,We currently see our patients at least once a day and are evaluating a new model of care to meet the twice per day requirement above.,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 240106: Acute Hospital Care at Home Waiver Request
50025,UC San Diego Health,9300 Campus Point Drive,,San Diego,CA,92037,2021-01-15 01:46:00,Approved,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 050025: Acute Hospital Care at Home Waiver Request
240057,Abbott Northwestern Hospital,800 E 28th St,,Minneapolis,MN,55407,2021-01-11 11:29:00,Approved,612-863-4000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,John Smyrski: Vice President of Medical Affairs (CMO) of Abbott Northwestern Hospital; 612-863-0342; John.Smyrski@allina.com,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 240057: Acute Hospital Care at Home Waiver Request
240115,Mercy Hospital,550 Osborne Rd,,Fridley,MN,55432,2021-01-11 11:23:00,Approved,763-236-5000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mercy Hospital has two campuses (Coon Rapids and Fridley) this is for the Fridley location. I will send in a waiver for the Coon Rapids as well to ensure we cover both hospitals. Ryan Else: Inpatient CMO; 763-236-8280; Ryan.Else@allina.com,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 240115: Acute Hospital Care at Home Waiver Request
240115,Mercy Hospital - Coon Rapids Campus,4050 Coon Rapids Blvd,,Coon Rapids,MN,55433,2021-01-11 11:16:00,Duplicate,763-236-6000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mercy Hospital has two campuses (Coon Rapids and Fridley) this is for the Coon Rapids location. I will send in a waiver for the Fridley as well to ensure we cover both hospitals. Ryan Else: Inpatient CMO; 763-236-8280; Ryan.Else@allina.com,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 240115: Acute Hospital Care at Home Waiver Request
240104,St. Francis Regional Medical Center,1455 St. Francis Ave,,Shakopee,MN,55379,2021-01-10 21:27:00,Approved,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Monte Johnson: Vice President of Medical Affairs (Chief Medical Officer); 952-428-2403; Monte.Johnson@allina.com,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 240104: Acute Hospital Care at Home Waiver Request
240038,United Hospital,333 Smith Ave N,,St. Paul,MN,55102,2021-01-10 21:18:00,Approved,651-241-8000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,United Hospital Vice President of Medical Affairs (or CMO): Alison Peterson; 651-241-8801; Alison.Peterson@allina.com,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 240058: Acute Hospital Care at Home Waiver Request
390048,Geisinger Lewistown Hospital,400 Highland Avenue,,Lewistown,PA,17044,2020-12-29 19:46:00,Approved,(717) 248-5411,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 390048: Acute Hospital Care at Home Waiver Request
390003,Geisinger Bloomsburg Hospital,549 Fair Street,,Bloomsburg,PA,17815,2020-12-29 19:43:00,No Action Needed,(570) 387-2100,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 390003: Acute Hospital Care at Home Waiver Request
390001,Geisinger-Community Medical Center,1800 Mulberry Street,,Scranton,PA,18510,2020-12-29 19:40:00,Approved,(570) 703-8000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 390001: Acute Hospital Care at Home Waiver Request
390270,Geisinger Wyoming Valley Medical Center,1000 East Mountain Blvd.,,Wilkes-Barre,PA,18711,2020-12-29 19:36:00,Approved,(570) 808-7300,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 390270: Acute Hospital Care at Home Waiver Request
390006,Geisinger Medical Center,100 North Academy Avenue,,Danville,PA,17822,2020-12-29 19:31:00,Approved,(570) 271-6211,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 390006: Acute Hospital Care at Home Waiver Request
50121,Hanford Community Hospital dba Adventist Health Hanford,115 Mall Drive,,Hanford,CA,93230,2020-12-23 01:59:00,Approved,(559) 582-9000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"If further details are needed for CMS to assess the appropriateness of AHH@H services for Medicare beneficiaries, we respectfully request an opportunity to supplement this application with additional information.","{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 050121: Acute Hospital Care at Home Waiver Request
440082,Saint Thomas West Hospital,4220 Harding Pike,,Nashville,TN,37205-2005,2020-12-21 18:21:00,Approved,615-222-2111,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Ascension Saint Thomas West and Midtown (CCN#: 440082), part of Ascension Saint Thomas Health System currently offers a hospital at home clinical program through a partnership with Contessa Health. Ascension Saint Thomas West and Midtown has seen 30 patients to-date in the hospital at home program. The program has in-home nurses, admitting and treating providers, virtual nurses, social workers and other professionals, which are all part of a single team that administers the program. This hospital at home clinical program has already established comprehensive protocols, procedures, and best practices for treating inpatient-eligible, medical patients in their homes. An already assembled and trained multidisciplinary care team and integrated ancillary provider network enable hospital-equivalent services to be provided to patients in a highly-coordinated, efficient and safe manner.","{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 440082: Acute Hospital Care at Home Waiver Request
340113,Carolinas Medical Center,1000 Blythe Blvd,,Charlotte,NC,28203,2020-12-18 14:14:00,Approved,704-355-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 340113: Acute Hospital Care at Home Waiver Request
340001,Atrium Health Cabarrus,920 Church St North,,Concord,NC,28025,2020-12-18 10:05:00,Approved,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,This is one of 3 facility applications being submitted on behalf of Atrium Health.  We are also required to apply for a waiver to NC Licensure and CON to add these inpatient beds and they have requested that we obtain CMS Waiver approval before reviewing our application.,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 340001: Acute Hospital Care at Home Waiver Request
340098,Atrium Health Pineville,10628 Park Rd,,Pineville,NC,28210,2020-12-18 10:02:00,Approved,704-667-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,This is one of 3 facility applications being submitted on behalf of Atrium Health.  We are also required to apply for a waiver to NC Licensure and CON to add these inpatient beds and they have requested that we obtain CMS Waiver approval before reviewing our application.,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 340098: Acute Hospital Care at Home Waiver Request
340113,Carolinas Medical Center,1000 Blythe Blvd,,Charlotte,NC,28203,2020-12-18 09:53:00,Duplicate,704-355-2000,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,This is one of 3 facility applications being submitted on behalf of Atrium Health.  We area also required to apply for a waiver to NC Licensure and CON to add these inpatient beds and they have requested that we obtain CMS Waiver approval before reviewing our application.,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 340113: Acute Hospital Care at Home Waiver Request
140067,OSF Saint Francis Medical Center,530 NE Glen Oak Ave ,,Peoria ,IL,61637,2020-12-17 18:09:00,Approved,3096552000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"At least two in-person daily visits by either an RN or Mobile Integrated Health paramedics depending on the established nursing plan.**Plan to establish nursing care plan that includes at minimum 2 clinician in person visits clinicians include RN, Mobile Integrated Health Paramedic, NPP, LPN, PT, PTA, OT, COTA, SLP, RT","{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 140067: Acute Hospital Care at Home Waiver Request
140067,OSF Saint Francis Medical Center,530 NE Glen Oak Ave,,Peoria ,IL,61637,2020-12-11 10:24:00,Duplicate,3096552000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"At least two in-person daily visits by either an RN or Mobile Integrated Health paramedics, depending on the established nursing plan* * Plan to establish nursing care plan that includes at minimum 2 clinician in person visits clinicians include RN, Mobile Integrated Health Paramedic, NPP, LPN,PT,PTA,OT, COTA,SLP, RT
",,Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 140067: Acute Hospital Care at Home Waiver Request
50455,San Joaquin Community Hospital dba Adventist Health Bakersfield,2615 Chester Ave,,Bakersfield ,CA,93301,2020-12-09 18:52:00,Approved,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"If further details are needed for CMS to understand the inclusion and exclusion criteria to assess the appropriateness of AHH@H services for Medicare beneficiaries, we respectfully request an opportunity to supplement this application with additional information.","{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 050455: Acute Hospital Care at Home Waiver Request
50301,Adventist Health Ukiah Valley,275 Hospital Dr,,Ukiah,CA,95482,2020-12-09 18:38:00,Approved,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"If further details are needed for CMS to understand the inclusion and exclusion criteria to assess the appropriateness of AHH@H services for Medicare beneficiaries, we respectfully request an opportunity to supplement this application with additional information.","{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 050301: Acute Hospital Care at Home Waiver Request
520070,Mayo Clinic Health System-Northwest Wisconsin Region,1221 Whipple Street,,Eau Claire,WI,54703-5270,2020-12-07 09:48:00,Approved,715-838-3311,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Mayo Clinic Health System-Northwest Wisconsin Region, Inc. has an existing acute care at home program operated out of a separate entity.  This program operates at a system level and the hospital is part of the system. The program in Eau Claire has treated more than 25 patients discharged from the Eau Claire hospital. Eau Claire has an existing infrastructure to provide these services under their current program. If the longer form is applicable in this situation, please let us know.","{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 520070: Acute Hospital Care at Home Waiver Request
440039,Vanderbilt University Medical Center,1211 Medical Center Drive,,Nashville,TN,37232,2020-12-04 15:50:00,Approved,615 322-5000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 440039: Acute Hospital Care at Home Waiver Request
100151,Mayo Clinic Florida,4500 San Pablo Road S.,,Jacksonville,FL,32224-1865,2020-12-04 15:06:00,Approved,904-953-2000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 100151: Acute Hospital Care at Home Waiver Request
520037,Marshfield Medical Center-Marshfield,611 Saint Joseph Avenue,,Marshfield,WI,54449,2020-12-03 11:52:00,Approved,7153871713,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Marshfield Medical Center - Marshfield (CCN#: [520037]), part of Marshfield Clinic Health System currently offers a hospital at home clinical program through a partnership with Contessa Health. Marshfield Medical Center - Marshfield has seen 430 patients to-date in the hospital at home program. The program has in-home nurses, admitting and treating providers, virtual nurses, social workers and other professionals, which are all part of a single team that administers the program. This hospital at home clinical program has already established comprehensive protocols, procedures, and best practices for treating inpatient-eligible, medical patients in their homes. An already assembled and trained multidisciplinary care team and integrated ancillary provider network enable hospital-equivalent services to be provided to patients in a highly-coordinated, efficient and safe manner. Additional details around the current hospital at home program infrastructure include: Specially trained and competency-verified physicians (hospitalists), nurses, and ancillary providers dedicated to providing hospital equivalent services to inpatient-eligible patients in their homes. Best practice procedures and protocols developed through extensive experience treating hospital-level patients at home to ensure safety and a consistent patient experience.A robust network of hospital-owned and contracted providers to deliver services including, but not limited to, extended in-home nursing and therapy visits, durable medical equipment, home infusion, labs, mobile imaging, transportation, etc. Comprehensive processes for logistics management, care team communication, and documentation workflows to ensure clinical information capture and continuity of patient care. Evidence-based set of escalation protocols which identify changes in patient condition early and facilitate provider intervention where needed. A thorough oversight structure at the hospital and system-wide level including trained medical directors, a multidisciplinary quality control council, and reporting competencies to track patient outcomes.","{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 520037: Acute Hospital Care at Home Waiver Request
330195,North Shore University Hospital,300 Community Drive,,Manhaastet,NY,11030,2020-12-03 02:31:00,Duplicate,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 330195: Acute Hospital Care at Home Waiver Request
420078,Greenville Memorial Hospital,701 Grove Road,,Greenville,SC,29605,2020-12-02 14:43:00,Approved,864-455-7000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 420078: Acute Hospital Care at Home Waiver Request
340173,WakeMed Health and Hospitals- Cary,1900 Kildaire Farm Road,,Cary,NC,27518,2020-12-02 12:58:00,Approved,919-350-8000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"{""id"":1,""name"":""IJ data for prior 2 years reviewed."",""mandatory"":true,""rank"":0,""statusId"":""none"",""dueDate"":null,""isHeader"":false,""checked"":false,""priorityId"":null,""assigneeIds"":[],""globalItemId"":16408,""version"":""5.0"",""linkedIssueKey"":null}",Acute Hospital Care at Home - Tier 1,ess_service_account,CCN 340173: Acute Hospital Care at Home Waiver Request
