ccn,hospital_name,created,status,measure_from_date,measure_to_date,m_1a,m_1b,m_1c,m_2a,m_2b,m_2c,m_3a,m_3b,m_3c,m_4
340130,Atrium Health Union,2023-05-05 14:21:00,Measures Submitted,2023-04-01,2023-04-30,5,2,0,0,0,0,0,0,0,Yes
340098,Atrium Health Pineville,2023-05-05 14:18:00,Measures Submitted,2023-04-01,2023-04-30,5,2,0,0,0,0,0,0,0,Yes
340113,Carolinas Medical Center,2023-05-05 14:16:00,Measures Submitted,2023-04-01,2023-04-30,10,8,0,0,0,0,1,1,0,Yes
340001,Atrium Health Cabarrus,2023-05-05 14:13:00,Measures Submitted,2023-04-01,2023-04-30,14,4,0,0,0,0,0,0,0,Yes
160082,UnityPoint Health System,2023-05-04 16:45:00,Measures Submitted,2023-04-01,2023-04-30,6,0,0,0,0,0,0,0,0,Yes
50503,Scripps Memorial Hospital Encinitas,2023-05-04 13:01:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
380103,Kaiser Foundation Hospital - Westside,2023-05-03 15:28:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,Yes
380091,Kaiser Sunnyside Medical Center,2023-05-03 15:24:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,Yes
340069,WakeMed Health and Hospitals- Raleigh,2023-05-03 15:18:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
340173,WakeMed Health and Hospitals- Cary,2023-05-03 15:16:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
140067,OSF Saint Francis Medical Center,2023-05-03 10:47:00,Measures Submitted,2023-04-01,2023-04-30,14,4,2,0,0,0,1,0,0,Yes
150056,Indiana University Health Methodist Hospital,2023-05-03 10:17:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
240057,Abbott Northwestern Hospital,2023-05-01 16:43:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
240104,St. Francis Regional Medical Center,2023-05-01 16:42:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
240115,Mercy Hospital,2023-05-01 16:42:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
240038,United Hospital,2023-05-01 16:41:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
330046,Mount Sinai Morningside Hospital,2023-05-01 16:29:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
330169,Mount Sinai Beth Israel Hospital,2023-05-01 16:28:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
330024,Mount Sinai Hospital,2023-05-01 16:28:00,Measures Submitted,2023-04-01,2023-04-30,9,1,1,0,0,0,1,0,0,Yes
520037,Marshfield Medical Center-Marshfield,2023-05-01 16:18:00,Measures Submitted,2022-03-01,2022-03-31,3,0,0,0,0,0,0,0,0,Yes
420078,Greenville Memorial Hospital,2023-05-01 16:06:00,Measures Submitted,2023-04-01,2023-04-30,2,0,0,0,0,0,0,0,0,Yes
260020,Mercy Hospital St. Louis,2023-05-01 12:20:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
390048,Geisinger Lewistown Hospital,2023-05-01 10:56:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
390001,Geisinger-Community Medical Center,2023-05-01 10:56:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
390270,Geisinger Wyoming Valley Medical Center,2023-05-01 10:55:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
390006,Geisinger Medical Center,2023-05-01 10:55:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
330394,United Health Services Hospitals,2023-05-01 09:52:00,Measures Submitted,2023-04-01,2023-04-30,0,0,0,0,0,0,0,0,0,No
50301,Adventist Health Ukiah Valley,2023-04-28 15:12:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
50121,Hanford Community Hospital dba Adventist Health Hanford,2023-04-28 15:11:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
50455,San Joaquin Community Hospital dba Adventist Health Bakersfield,2023-04-28 15:07:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
520070,Mayo Clinic Health System-Northwest Wisconsin Region,2023-04-07 19:21:00,Measures Submitted,2023-03-01,2023-03-31,18,4,4,0,0,0,2,2,2,Yes
100151,Mayo Clinic Florida,2023-04-07 19:19:00,Measures Submitted,2023-03-01,2023-03-31,71,1,1,0,0,0,11,0,0,Yes
320021,Presbyterian Hospital/Presbyterian Healthcare Services,2023-04-07 17:17:00,Measures Submitted,2022-07-01,2022-07-31,0,0,0,0,0,0,0,0,0,No
320021,Presbyterian Hospital/Presbyterian Healthcare Services,2023-04-07 17:17:00,Measures Submitted,2022-06-01,2022-06-30,0,0,0,0,0,0,0,0,0,No
320021,Presbyterian Hospital/Presbyterian Healthcare Services,2023-04-07 17:16:00,Measures Submitted,2022-05-01,2022-05-31,0,0,0,0,0,0,0,0,0,No
320021,Presbyterian Hospital/Presbyterian Healthcare Services,2023-04-07 17:16:00,Measures Submitted,2022-04-01,2022-04-30,0,0,0,0,0,0,0,0,0,No
320021,Presbyterian Hospital/Presbyterian Healthcare Services,2023-04-07 17:15:00,Measures Submitted,2022-11-01,2022-11-30,2,0,0,0,0,0,0,0,0,Yes
320021,Presbyterian Hospital/Presbyterian Healthcare Services,2023-04-07 17:12:00,Measures Submitted,2022-12-01,2022-12-31,2,0,0,0,0,0,0,0,0,Yes
320021,Presbyterian Hospital/Presbyterian Healthcare Services,2023-04-07 16:55:00,Measures Submitted,2023-03-01,2023-03-31,1,0,0,0,0,0,0,0,0,Yes
320021,Presbyterian Hospital/Presbyterian Healthcare Services,2023-04-07 16:52:00,Measures Submitted,2023-02-01,2023-02-28,2,0,0,0,0,0,0,0,0,Yes
320021,Presbyterian Hospital/Presbyterian Healthcare Services,2023-04-07 16:48:00,Measures Submitted,2023-01-01,2023-01-31,2,0,0,0,0,0,0,0,0,Yes
240106,Regions Hospital,2023-04-07 15:24:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
240053,Methodist Hospital,2023-04-07 15:23:00,Measures Submitted,2023-03-01,2023-03-31,2,0,0,0,0,0,0,0,0,Yes
440039,Vanderbilt University Medical Center,2023-04-07 12:30:00,Measures Submitted,2023-03-01,2023-03-31,16,2,2,0,0,0,0,0,0,Yes
330046,Mount Sinai Morningside Hospital,2023-04-07 10:57:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
330169,Mount Sinai Beth Israel Hospital,2023-04-07 10:56:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
330024,Mount Sinai Hospital,2023-04-07 10:39:00,Measures Submitted,2023-03-01,2023-03-31,10,0,0,0,0,0,1,0,0,Yes
160082,UnityPoint Health System,2023-04-06 14:09:00,Measures Submitted,2023-03-01,2023-03-31,5,0,0,0,0,0,0,0,0,Yes
220110,Brigham and Women's Hospital,2023-04-06 13:01:00,Measures Submitted,2023-03-01,2023-03-31,32,20,8,0,0,0,2,1,0,Yes
340145,Atrium Health Lincoln,2023-04-06 09:30:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
340021,Atrium Health Cleveland,2023-04-06 09:25:00,Measures Submitted,2023-03-01,2023-03-31,10,5,1,1,0,0,1,0,0,Yes
340166,Atrium Health University,2023-04-06 09:21:00,Measures Submitted,2023-03-01,2023-03-31,5,2,1,0,0,0,0,0,0,Yes
340130,Atrium Health Union,2023-04-06 09:19:00,Measures Submitted,2023-03-01,2023-03-31,8,3,0,0,0,0,0,1,0,Yes
340098,Atrium Health Pineville,2023-04-06 09:15:00,Measures Submitted,2023-03-01,2023-03-31,3,0,0,0,0,0,0,0,0,Yes
340113,Carolinas Medical Center,2023-04-06 09:12:00,Measures Submitted,2023-03-01,2023-03-31,14,14,2,0,0,0,0,1,0,No
340001,Atrium Health Cabarrus,2023-04-06 09:08:00,Measures Submitted,2023-03-01,2023-03-31,7,7,1,0,0,0,1,1,1,Yes
420078,Greenville Memorial Hospital,2023-04-05 10:46:00,Measures Submitted,2023-03-01,2023-03-31,5,0,0,0,0,0,0,0,0,Yes
50503,Scripps Memorial Hospital Encinitas,2023-04-04 17:38:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
220071,Massachusetts General Hospital,2023-04-04 15:16:00,Measures Submitted,2023-03-01,2023-03-31,22,6,4,0,0,0,3,1,1,Yes
330394,United Health Services Hospitals,2023-04-04 12:29:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
140067,OSF Saint Francis Medical Center,2023-04-04 11:49:00,Measures Submitted,2023-03-01,2023-03-31,14,2,2,0,0,0,1,0,0,Yes
380103,Kaiser Foundation Hospital - Westside,2023-04-04 10:54:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,Yes
380091,Kaiser Sunnyside Medical Center,2023-04-04 10:53:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,Yes
50025,UC San Diego Health,2023-04-03 19:39:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
390001,Geisinger-Community Medical Center,2023-04-03 16:55:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
390048,Geisinger Lewistown Hospital,2023-04-03 16:49:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
390270,Geisinger Wyoming Valley Medical Center,2023-04-03 16:48:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
390006,Geisinger Medical Center,2023-04-03 16:47:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
490007,Sentara Norfolk General Hospital,2023-04-03 16:14:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
490007,Sentara Norfolk General Hospital,2023-04-03 16:14:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
520037,Marshfield Medical Center-Marshfield,2023-04-03 16:09:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
240057,Abbott Northwestern Hospital,2023-04-03 14:03:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
240104,St. Francis Regional Medical Center,2023-04-03 14:02:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
240115,Mercy Hospital,2023-04-03 14:02:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
240038,United Hospital,2023-04-03 14:01:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
220100,South Shore Health,2023-04-03 12:51:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
260020,Mercy Hospital St. Louis,2023-04-03 10:58:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
150056,Indiana University Health Methodist Hospital,2023-04-03 10:27:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
340173,WakeMed Health and Hospitals- Cary,2023-04-01 11:17:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
340069,WakeMed Health and Hospitals- Raleigh,2023-04-01 11:15:00,Measures Submitted,2023-03-01,2023-03-31,0,0,0,0,0,0,0,0,0,No
330394,United Health Services Hospitals,2023-03-15 10:26:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
50301,Adventist Health Ukiah Valley,2023-03-14 18:02:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
50121,Hanford Community Hospital dba Adventist Health Hanford,2023-03-14 18:01:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
50455,San Joaquin Community Hospital dba Adventist Health Bakersfield,2023-03-14 18:00:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
440039,Vanderbilt University Medical Center,2023-03-10 11:34:00,Measures Submitted,2023-01-01,2023-01-31,16,1,1,1,0,0,2,0,0,Yes
50025,UC San Diego Health,2023-03-08 17:44:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
100151,Mayo Clinic Florida,2023-03-07 18:28:00,Measures Submitted,2023-02-01,2023-02-28,65,3,2,0,0,0,8,2,1,Yes
50503,Scripps Memorial Hospital Encinitas,2023-03-07 16:20:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
50503,Scripps Memorial Hospital Encinitas,2023-03-07 16:20:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
50503,Scripps Memorial Hospital Encinitas,2023-03-07 16:19:00,Measures Submitted,2022-12-01,2022-12-31,0,0,0,0,0,0,0,0,0,No
50503,Scripps Memorial Hospital Encinitas,2023-03-07 16:19:00,Measures Submitted,2022-11-01,2022-11-30,0,0,0,0,0,0,0,0,0,No
520070,Mayo Clinic Health System-Northwest Wisconsin Region,2023-03-07 13:54:00,Measures Submitted,2023-02-01,2023-02-28,15,4,4,0,0,0,1,0,0,Yes
340145,Atrium Health Lincoln,2023-03-07 13:28:00,Measures Submitted,2023-02-01,2023-02-28,3,0,0,0,0,0,0,0,0,Yes
340021,Atrium Health Cleveland,2023-03-07 13:25:00,Measures Submitted,2023-02-01,2023-02-28,10,8,3,0,0,0,1,1,0,Yes
340166,Atrium Health University,2023-03-07 13:22:00,Measures Submitted,2023-02-01,2023-02-28,5,5,3,0,0,0,0,0,0,Yes
340130,Atrium Health Union,2023-03-07 13:19:00,Measures Submitted,2023-02-01,2023-02-28,8,2,0,0,0,0,0,0,0,Yes
340098,Atrium Health Pineville,2023-03-07 13:15:00,Measures Submitted,2023-02-01,2023-02-28,7,1,1,0,0,0,0,0,0,Yes
340113,Carolinas Medical Center,2023-03-07 13:13:00,Measures Submitted,2023-02-01,2023-02-28,16,10,4,0,0,0,0,0,0,Yes
340001,Atrium Health Cabarrus,2023-03-07 13:10:00,Measures Submitted,2023-02-01,2023-02-28,16,9,3,1,0,0,2,0,0,Yes
240106,Regions Hospital,2023-03-07 11:26:00,Measures Submitted,2023-02-01,2023-02-28,3,0,0,0,0,0,0,0,0,Yes
240053,Methodist Hospital,2023-03-07 11:04:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
440039,Vanderbilt University Medical Center,2023-03-07 00:46:00,Measures Submitted,2023-02-01,2023-02-28,10,1,1,0,0,0,1,0,0,Yes
220110,Brigham and Women's Hospital,2023-03-06 15:28:00,Measures Submitted,2023-02-01,2023-02-28,27,18,9,0,0,0,1,0,0,Yes
380103,Kaiser Foundation Hospital - Westside,2023-03-03 18:05:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,Yes
380091,Kaiser Sunnyside Medical Center,2023-03-03 18:04:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,Yes
220071,Massachusetts General Hospital,2023-03-03 13:04:00,Measures Submitted,2023-02-01,2023-02-28,16,6,1,0,0,0,0,0,0,Yes
140067,OSF Saint Francis Medical Center,2023-03-02 12:07:00,Measures Submitted,2023-02-01,2023-02-28,6,3,1,0,0,0,0,0,0,Yes
520037,Marshfield Medical Center-Marshfield,2023-03-01 15:18:00,Measures Submitted,2023-02-01,2023-02-28,2,0,0,0,0,0,0,0,0,Yes
420078,Greenville Memorial Hospital,2023-03-01 14:47:00,Measures Submitted,2023-02-01,2023-02-28,4,0,0,0,0,0,1,0,0,Yes
160082,UnityPoint Health System,2023-03-01 14:34:00,Measures Submitted,2023-02-01,2023-02-28,2,0,0,0,0,0,0,0,0,Yes
330169,Mount Sinai Beth Israel Hospital,2023-03-01 14:09:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
330046,Mount Sinai Morningside Hospital,2023-03-01 14:09:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
330024,Mount Sinai Hospital,2023-03-01 14:08:00,Measures Submitted,2023-02-01,2023-02-28,8,0,0,0,0,0,1,0,0,Yes
220100,South Shore Health,2023-03-01 12:33:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
340173,WakeMed Health and Hospitals- Cary,2023-03-01 09:30:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
340069,WakeMed Health and Hospitals- Raleigh,2023-03-01 09:29:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
150056,Indiana University Health Methodist Hospital,2023-03-01 09:26:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
440017,Holston Valley Medical Center,2023-03-01 09:17:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
440063,Johnson City Medical Center,2023-03-01 09:17:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
440012,Bristol Regional Medical Center,2023-03-01 09:16:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
440176,Indian Path Community Hospital,2023-03-01 09:16:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
240057,Abbott Northwestern Hospital,2023-03-01 09:11:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
240104,St. Francis Regional Medical Center,2023-03-01 09:09:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
240115,Mercy Hospital,2023-03-01 09:08:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
240038,United Hospital,2023-03-01 09:07:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
260020,Mercy Hospital St. Louis,2023-03-01 08:45:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
390048,Geisinger Lewistown Hospital,2023-03-01 08:38:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
390001,Geisinger-Community Medical Center,2023-03-01 08:37:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
390270,Geisinger Wyoming Valley Medical Center,2023-03-01 08:37:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
390006,Geisinger Medical Center,2023-03-01 08:36:00,Measures Submitted,2023-02-01,2023-02-28,0,0,0,0,0,0,0,0,0,No
50301,Adventist Health Ukiah Valley,2023-02-17 14:52:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
50301,Adventist Health Ukiah Valley,2023-02-17 14:52:00,Measures Submitted,2022-12-01,2022-12-31,0,0,0,0,0,0,0,0,0,No
50121,Hanford Community Hospital dba Adventist Health Hanford,2023-02-17 14:51:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
50121,Hanford Community Hospital dba Adventist Health Hanford,2023-02-17 14:50:00,Measures Submitted,2022-12-01,2022-12-31,0,0,0,0,0,0,0,0,0,No
50455,San Joaquin Community Hospital dba Adventist Health Bakersfield,2023-02-17 14:49:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
50455,San Joaquin Community Hospital dba Adventist Health Bakersfield,2023-02-17 14:48:00,Measures Submitted,2022-12-01,2022-12-31,0,0,0,0,0,0,0,0,0,No
330046,Mount Sinai Morningside Hospital,2023-02-08 09:35:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
330169,Mount Sinai Beth Israel Hospital,2023-02-08 09:35:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
330024,Mount Sinai Hospital,2023-02-08 09:34:00,Measures Submitted,2023-01-01,2023-01-31,10,2,2,0,0,0,2,1,1,Yes
440017,Holston Valley Medical Center,2023-02-08 09:27:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
440063,Johnson City Medical Center,2023-02-08 09:26:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
440012,Bristol Regional Medical Center,2023-02-08 09:26:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
440176,Indian Path Community Hospital,2023-02-08 09:25:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
50025,UC San Diego Health,2023-02-07 19:59:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
100151,Mayo Clinic Florida,2023-02-07 15:09:00,Measures Submitted,2023-01-01,2023-01-31,66,3,2,0,0,0,11,0,0,Yes
520070,Mayo Clinic Health System-Northwest Wisconsin Region,2023-02-07 14:42:00,Measures Submitted,2023-01-01,2023-01-31,16,2,1,0,0,0,2,0,0,Yes
490007,Sentara Norfolk General Hospital,2023-02-07 14:24:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
420078,Greenville Memorial Hospital,2023-02-07 13:50:00,Measures Submitted,2023-01-01,2023-01-31,9,0,0,0,0,0,0,0,0,Yes
330394,United Health Services Hospitals,2023-02-07 12:16:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
340145,Atrium Health Lincoln,2023-02-07 11:54:00,Measures Submitted,2023-01-01,2023-01-31,2,0,0,0,0,0,0,0,0,Yes
340021,Atrium Health Cleveland,2023-02-07 11:52:00,Measures Submitted,2023-01-01,2023-01-31,17,4,1,0,0,0,1,0,0,Yes
340166,Atrium Health University,2023-02-07 11:49:00,Measures Submitted,2023-01-01,2023-01-31,9,3,2,0,0,0,0,0,0,Yes
340130,Atrium Health Union,2023-02-07 11:47:00,Measures Submitted,2023-01-01,2023-01-31,9,1,0,0,0,0,2,0,0,Yes
340098,Atrium Health Pineville,2023-02-07 11:44:00,Measures Submitted,2023-01-01,2023-01-31,7,2,0,0,0,0,0,0,0,Yes
340113,Carolinas Medical Center,2023-02-07 11:42:00,Measures Submitted,2023-01-01,2023-01-31,11,5,1,0,0,0,3,1,1,Yes
340001,Atrium Health Cabarrus,2023-02-07 11:38:00,Measures Submitted,2023-01-01,2023-01-31,15,8,2,0,0,0,0,1,0,Yes
220110,Brigham and Women's Hospital,2023-02-06 16:37:00,Measures Submitted,2023-01-01,2023-01-31,45,17,12,0,0,0,1,1,1,Yes
240106,Regions Hospital,2023-02-06 13:50:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
340069,WakeMed Health and Hospitals- Raleigh,2023-02-06 10:12:00,Measures Submitted,2023-01-01,2023-01-31,5,2,1,0,0,0,0,0,0,Yes
240057,Abbott Northwestern Hospital,2023-02-04 10:53:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
240104,St. Francis Regional Medical Center,2023-02-04 10:53:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
240115,Mercy Hospital,2023-02-04 10:52:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
240038,United Hospital,2023-02-04 10:51:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
240053,Methodist Hospital,2023-02-03 22:21:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
340173,WakeMed Health and Hospitals- Cary,2023-02-03 12:30:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
220071,Massachusetts General Hospital,2023-02-03 12:15:00,Measures Submitted,2023-01-01,2023-01-31,18,11,7,0,0,0,2,0,0,Yes
380103,Kaiser Foundation Hospital - Westside,2023-02-02 16:01:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,Yes
380091,Kaiser Sunnyside Medical Center,2023-02-02 16:00:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,Yes
330024,Mount Sinai Hospital,2023-02-02 14:03:00,Measures Submitted,2022-12-01,2022-12-31,10,2,2,0,0,0,2,1,1,Yes
140067,OSF Saint Francis Medical Center,2023-02-02 11:33:00,Measures Submitted,2023-01-01,2023-01-31,9,4,1,0,0,0,0,0,0,Yes
520037,Marshfield Medical Center-Marshfield,2023-02-01 17:40:00,Measures Submitted,2023-01-01,2023-01-31,2,0,0,0,0,0,0,0,0,Yes
160082,UnityPoint Health System,2023-02-01 14:47:00,Measures Submitted,2023-01-01,2023-01-31,3,0,0,0,0,0,0,0,0,Yes
260020,Mercy Hospital St. Louis,2023-02-01 13:16:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
220100,South Shore Health,2023-02-01 12:40:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
390048,Geisinger Lewistown Hospital,2023-02-01 12:34:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
390001,Geisinger-Community Medical Center,2023-02-01 12:34:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
390270,Geisinger Wyoming Valley Medical Center,2023-02-01 12:33:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
390006,Geisinger Medical Center,2023-02-01 12:32:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
150056,Indiana University Health Methodist Hospital,2023-02-01 09:39:00,Measures Submitted,2023-01-01,2023-01-31,0,0,0,0,0,0,0,0,0,No
50025,UC San Diego Health,2023-01-11 16:23:00,Measures Submitted,2022-12-01,2022-12-31,0,0,0,0,0,0,0,0,0,No
240106,Regions Hospital,2023-01-07 13:44:00,Measures Submitted,2022-12-01,2022-12-31,3,0,0,0,0,0,0,0,0,Yes
240053,Methodist Hospital,2023-01-07 13:36:00,Measures Submitted,2022-12-01,2022-12-31,0,0,0,0,0,0,0,0,0,No
220110,Brigham and Women's Hospital,2023-01-06 18:47:00,Measures Submitted,2022-12-01,2022-12-31,28,24,6,0,0,0,2,3,0,Yes
100151,Mayo Clinic Florida,2023-01-06 17:42:00,Measures Submitted,2022-12-01,2022-12-31,62,4,3,0,0,0,10,0,0,Yes
220071,Massachusetts General Hospital,2023-01-06 17:20:00,Measures Submitted,2022-12-01,2022-12-31,22,8,3,1,0,0,2,2,1,Yes
520070,Mayo Clinic Health System-Northwest Wisconsin Region,2023-01-06 16:20:00,Measures Submitted,2022-12-01,2022-12-31,14,3,3,0,0,0,1,0,0,Yes
340069,WakeMed Health and Hospitals- Raleigh,2023-01-06 14:10:00,Measures Submitted,2022-12-01,2022-12-31,6,0,0,0,0,0,1,0,0,Yes
340173,WakeMed Health and Hospitals- Cary,2023-01-06 13:56:00,Measures Submitted,2022-12-01,2022-12-31,5,0,0,0,0,0,0,0,0,Yes
340145,Atrium Health Lincoln,2023-01-06 13:22:00,Measures Submitted,2022-12-01,2022-12-31,4,0,0,0,0,0,0,0,0,Yes
